Index;Country;Programme;Year;University;University code;Latitude;Longitude;Reserved
564;Sudan ;Transport and Geoinformation Technology;2020;KTH Royal Institute of Technology;KTH;59,3499;18,0703;FALSE
565;Liberia ;Business Administration specialising in Auditing and Control;2020;Kristianstad University;HKR;56,0485;14,1463;FALSE
566;Peru ;Robotics and Automation;2020;University West;HV;58,2832;12,294;FALSE
567;Ghana ;Strategic Entrepreneurship for International Growth with specialization in International Marketing;2020;Halmstad University;HH;56,6647;12,878;FALSE
568;Nigeria ;Global Health;2020;University of Gothenburg;GU;57,6982;11,9719;FALSE
569;Brazil ;Strategic Communication;2020;Lund University;LU;55,7119;13,2035;FALSE
570;Ghana ;Sustainable Management;2020;Uppsala University;UU;59,8509;17,63;FALSE
571;Nigeria ;Finance;2020;Umeå University;UMU;63,8202;20,3054;FALSE
572;Tanzania ;Public Planning for Sustainable Development;2020;Örebro University;ORU;59,2548;15,2493;FALSE
573;Morocco ;Business Intelligence;2020;Dalarna University in Sweden;HDA;60,6144;15,6534;FALSE
574;Ethiopia ;Nutrition Science;2020;Karolinska University Hospital;KI;59,3522;18,0322;FALSE
575;Sudan ;Wireless, Photonics and Space engineering;2020;Chalmers University of Technology;CTH;57,6898;11,9742;FALSE
576;Ethiopia ;Data Science;2020;University of Skövde;HS;58,3941;13,8535;FALSE
577;Ethiopia ;Software Engineering and Management;2020;University of Gothenburg;GU;57,6982;11,9719;FALSE
578;Rwanda ;Strategic Information Systems Management;2020;Stockholm University;SU;59,3622;18,0578;FALSE
579;Zambia ;Development Studies;2020;Lund University;LU;55,7119;13,2035;FALSE
580;Cameroon ;Political Science: Global Politics and Societal Change;2020;Malmö University;MAU;55,6088;12,9946;FALSE
581;Indonesia ;Peace and Conflict Studies;2020;Uppsala University;UU;59,8509;17,63;FALSE
582;Sri Lanka ;Renewable Electrical Power Systems;2020;Linnaeus University;LNU;56,8545;14,83;FALSE
583;Sudan ;Hydrology, Hydrogeology and Water Recourses;2020;Stockholm University;SU;59,3622;18,0578;FALSE
584;Pakistan ;Leadership and Management in International Contexts;2020;Linnaeus University;LNU;56,8545;14,83;FALSE
585;Indonesia ;Global Management;2020;Jönköping University;HJ;57,7786;14,1619;FALSE
586;Zimbabwe ;Environmental Science and Sustainability;2020;Linnaeus University;LNU;56,8545;14,83;FALSE
587;Kenya ;Public Health with a Specialization in Health Economics;2020;Umeå University;UMU;63,8202;20,3054;FALSE
588;Cameroon ;Strategic Entrepreneurship for International Growth with specialization in International Marketing;2020;Halmstad University;HH;56,6647;12,878;FALSE
589;Pakistan ;Renewable Electricity Production;2020;Uppsala University;UU;59,8509;17,63;FALSE
590;Rwanda ;Information Security;2020;Luleå University of Technology;LTU;65,618;22,1402;FALSE
591;Indonesia ;International Development and Management;2020;Lund University;LU;55,7119;13,2035;FALSE
592;Tanzania ;Management of Fish and Wildlife Populations;2020;Swedish University of Agricultural Sciences;SLU;59,815;17,6629;FALSE
593;Egypt ;Health Informatics;2020;Karolinska University Hospital;KI;59,3522;18,0322;FALSE
594;Sudan ;Molecular Biotechnology;2020;University of Skövde;HS;58,3941;13,8535;FALSE
595;Jordan ;Sustainable Energy Systems;2020;Chalmers University of Technology;CTH;57,6898;11,9742;FALSE
596;Rwanda ;Renewable Electrical Power Systems;2020;Linnaeus University;LNU;56,8545;14,83;FALSE
597;Bangladesh ;Strategic Entrepreneurship for International Growth with specialization in Strategic Leadership;2020;Halmstad University;HH;56,6647;12,878;FALSE
598;Sri Lanka ;Chemical Engineering for Energy and Environment;2020;KTH Royal Institute of Technology;KTH;59,3499;18,0703;FALSE
599;Kenya ;International Affairs;2020;Linnaeus University;LNU;56,8545;14,83;FALSE
600;Sri Lanka ;ICT Innovation, track Human Computer Interaction and Design;2020;KTH Royal Institute of Technology;KTH;59,3499;18,0703;FALSE
601;Egypt ;Development Studies;2020;Lund University;LU;55,7119;13,2035;FALSE
602;Kenya ;Outdoor and Sustainability Education;2020;Linköping University;LIU;58,3978;15,576;FALSE
603;Nepal ;Public Health;2020;Lund University;LU;55,7119;13,2035;FALSE
604;Ghana ;Public Health Sciences - specialization Public Health Epidemiology;2020;Karolinska University Hospital;KI;59,3522;18,0322;FALSE
605;Tanzania ;Agricultural Economics and Management;2020;Swedish University of Agricultural Sciences;SLU;59,815;17,6629;FALSE
606;Gambia ;Public Health;2020;Umeå University;UMU;63,8202;20,3054;FALSE
607;Liberia ;Environmental Science - environmental Toxicology and Chemistry;2020;Stockholm University;SU;59,3622;18,0578;FALSE
608;Malawi ;Medical Sciences;2020;Lund University;LU;55,7119;13,2035;FALSE
609;Indonesia ;Biomedicine;2020;Uppsala University;UU;59,8509;17,63;FALSE
610;Bangladesh ;Marketing;2020;Umeå University;UMU;63,8202;20,3054;FALSE
611;Nigeria ;Media, Communication and Cultural Analysis;2020;Södertörn University;SH;59,2194;17,9434;FALSE
612;Sri Lanka ;Industrial Management and Innovation;2020;Uppsala University;UU;59,8509;17,63;FALSE
613;Bangladesh ;Information Systems;2020;Uppsala University;UU;59,8509;17,63;FALSE
614;Kenya ;Sports Physiology and Medicine Programme;2020;Örebro University;ORU;59,2548;15,2493;FALSE
615;Jordan ;Energy Efficient Built Environment;2020;Dalarna University in Sweden;HDA;60,6144;15,6534;FALSE
616;Morocco ;Entrepreneurship, Sustainability and Social Change;2020;Linnaeus University;LNU;56,8545;14,83;FALSE
617;Liberia ;International Human Rights Law;2020;Lund University;LU;55,7119;13,2035;FALSE
618;Sudan ;Computer Systems and Networks;2020;Chalmers University of Technology;CTH;57,6898;11,9742;FALSE
619;Ethiopia ;Public Health Sciences - specialization Health Promotion and Prevention;2020;Karolinska University Hospital;KI;59,3522;18,0322;FALSE
620;Nigeria ;Solar Energy Engineering;2020;Dalarna University in Sweden;HDA;60,6144;15,6534;FALSE
621;Jordan ;Health Science;2020;Linnaeus University;LNU;56,8545;14,83;FALSE
622;Brazil ;Business Administration - Strategy and Management in International Organisations;2020;Linköping University;LIU;58,3978;15,576;FALSE
623;Malawi ;Public Health with a Specialization in Health Economics;2020;Umeå University;UMU;63,8202;20,3054;FALSE
624;Kenya ;Finance;2020;University of Gothenburg;GU;57,6982;11,9719;FALSE
625;Pakistan ;Political Science;2020;Uppsala University;UU;59,8509;17,63;FALSE
626;Vietnam ;Finance;2020;Lund University;LU;55,7119;13,2035;FALSE
627;Bangladesh ;Fashion Marketing and Management;2020;University of Borås;HB;57,7248;12,9403;FALSE
628;Vietnam ;Food Technology and Nutrition;2020;Lund University;LU;55,7119;13,2035;FALSE
629;Pakistan ;International Strategic Management;2020;Lund University;LU;55,7119;13,2035;FALSE
630;Bangladesh ;Accounting and Finance;2020;Lund University;LU;55,7119;13,2035;FALSE
631;Nigeria ;Sociology;2020;Lund University;LU;55,7119;13,2035;FALSE
632;Sri Lanka ;International Business;2020;Luleå University of Technology;LTU;65,618;22,1402;FALSE
633;Ethiopia ;Global Sexual Reproductive Health;2020;Dalarna University in Sweden;HDA;60,6144;15,6534;FALSE
634;Sri Lanka ;Tourism Destination Development;2020;Dalarna University in Sweden;HDA;60,6144;15,6534;FALSE
635;Colombia ;Sustainable Energy Engineering;2020;KTH Royal Institute of Technology;KTH;59,3499;18,0703;FALSE
636;Tunisia ;Intelligent Embedded Systems;2020;Mälardalen University;MDH;59,6186;16,5404;FALSE
637;Nepal ;Plant Biology for Sustainable Production - Plant Protection and Breeding;2020;Swedish University of Agricultural Sciences;SLU;59,815;17,6629;FALSE
638;Zimbabwe ;Global Health;2020;University of Gothenburg;GU;57,6982;11,9719;FALSE
639;Colombia ;Energy Smart Innovation in the Built Environment;2020;Halmstad University;HH;56,6647;12,878;FALSE
640;Zambia ;Welfare Policies and Management;2020;Lund University;LU;55,7119;13,2035;FALSE
641;Nepal ;Educational Research;2020;University of Gothenburg;GU;57,6982;11,9719;FALSE
642;Nepal ;Water Engineering;2020;Uppsala University;UU;59,8509;17,63;FALSE
643;Vietnam ;Public Health Sciences - specialization Public Health Epidemiology;2020;Karolinska University Hospital;KI;59,3522;18,0322;FALSE
644;Sri Lanka ;International Business Strategy;2020;Linnaeus University;LNU;56,8545;14,83;FALSE
645;Bolivia ;Investment Treaty Arbitration;2020;Uppsala University;UU;59,8509;17,63;FALSE
646;Kenya ;Tourism Destination Development;2020;Dalarna University in Sweden;HDA;60,6144;15,6534;FALSE
647;Egypt ;Bioentrepreneurship;2020;Karolinska University Hospital;KI;59,3522;18,0322;FALSE
648;Pakistan ;Statistics and Machine Learning;2020;Linköping University;LIU;58,3978;15,576;FALSE
649;Indonesia ;Applied Environmental Science;2020;Halmstad University;HH;56,6647;12,878;FALSE
650;Honduras ;Health Economic, Policy and Management;2020;Karolinska University Hospital;KI;59,3522;18,0322;FALSE
651;Vietnam ;Finance;2020;Lund University;LU;55,7119;13,2035;FALSE
652;Ethiopia ;Entrepreneurship and Innovation Management;2020;KTH Royal Institute of Technology;KTH;59,3499;18,0703;FALSE
653;Malawi ;Public Health;2020;Umeå University;UMU;63,8202;20,3054;FALSE
654;Ecuador ;Economics;2020;Lund University;LU;55,7119;13,2035;FALSE
655;Vietnam ;Innovation and Industrial Management;2020;University of Gothenburg;GU;57,6982;11,9719;FALSE
656;Malawi ;Health Informatics;2020;Karolinska University Hospital;KI;59,3522;18,0322;FALSE
657;Honduras ;Biomedical Engineering;2020;Linköping University;LIU;58,3978;15,576;FALSE
658;Jordan ;Pharmaceutical Modelling;2020;Uppsala University;UU;59,8509;17,63;FALSE
659;Bangladesh ;Leadership for Sustainability;2020;Malmö University;MAU;55,6088;12,9946;FALSE
660;Guatemala ;Chemistry for Renewable Energy;2020;Uppsala University;UU;59,8509;17,63;FALSE
661;Kenya ;Public Planning for Sustainable Development;2020;Örebro University;ORU;59,2548;15,2493;FALSE
662;Myanmar (Burma) ;Public Health;2020;Lund University;LU;55,7119;13,2035;FALSE
663;Philippines ;Entrepreneurship and Innovation;2020;Lund University;LU;55,7119;13,2035;FALSE
664;Rwanda ;IT Management;2020;Umeå University;UMU;63,8202;20,3054;FALSE
665;Colombia ;Public Health Science - Health Economics;2020;University of Gothenburg;GU;57,6982;11,9719;FALSE
666;Jordan ;Sustainable Urban Design;2020;Lund University;LU;55,7119;13,2035;FALSE
667;Uganda ;International Administration and Global Governance - Gothenburg;2020;University of Gothenburg;GU;57,6982;11,9719;FALSE
668;Philippines ;International Human Rights Law;2020;Lund University;LU;55,7119;13,2035;FALSE
669;Jordan ;Product and Process Development - Production and Logistics;2020;Mälardalen University;MDH;59,6186;16,5404;FALSE
670;Zambia ;Infrastructure and Environmental Engineering;2020;Chalmers University of Technology;CTH;57,6898;11,9742;FALSE
671;Honduras ;Biology Evolutionary Biology;2020;Uppsala University;UU;59,8509;17,63;FALSE
672;Brazil ;Experimental and Medical Biosciences;2020;Linköping University;LIU;58,3978;15,576;FALSE
673;Philippines ;European Intellectual Property Law;2020;Stockholm University;SU;59,3622;18,0578;FALSE
674;Uganda ;Entrepreneurship, Sustainability and Social Change;2020;Linnaeus University;LNU;56,8545;14,83;FALSE
675;Ghana ;Public Planning for Sustainable Development;2020;Örebro University;ORU;59,2548;15,2493;FALSE
676;Myanmar (Burma) ;Health Economic, Policy and Management;2020;Karolinska University Hospital;KI;59,3522;18,0322;FALSE
677;Uganda ;Sustainable Development;2020;Uppsala University;UU;59,8509;17,63;FALSE
678;Myanmar (Burma) ;Health Economic, Policy and Management;2020;Karolinska University Hospital;KI;59,3522;18,0322;FALSE
679;Uganda ;Public Health ;2020;Umeå University;UMU;63,8202;20,3054;FALSE
680;Sri Lanka ;Master programme in Computer Science, Emphasizing Sustainable Development;2020;Kristianstad University;HKR;56,0485;14,1463;FALSE
681;Cambodia ;Asian Studies;2020;Lund University;LU;55,7119;13,2035;FALSE
682;Tanzania ;Telecommunication Systems;2020;Blekinge Institute of Technology;BTH;56,1809;15,5922;FALSE
683;Morocco ;Wind Power Project Management;2020;Uppsala University;UU;59,8509;17,63;FALSE
684;Sudan ;Data Science;2020;University of Skövde;HS;58,3941;13,8535;FALSE
685;Sudan ;Sustainable Energy Systems;2020;Chalmers University of Technology;CTH;57,6898;11,9742;FALSE
686;Tunisia ;Information Systems - Information Security Management;2020;Örebro University;ORU;59,2548;15,2493;FALSE
687;Peru ;Global Environmental History;2020;Uppsala University;UU;59,8509;17,63;FALSE
688;Ghana ;Health Science;2020;Linnaeus University;LNU;56,8545;14,83;FALSE
689;Cameroon ;Agricultural Economics and Management;2020;Swedish University of Agricultural Sciences;SLU;59,815;17,6629;FALSE
690;Brazil ;Communication;2020;University of Gothenburg;GU;57,6982;11,9719;FALSE
691;Bangladesh ;Public Health;2020;Lund University;LU;55,7119;13,2035;FALSE
692;Tunisia ;Entrepreneurship, Sustainability and Social Change;2020;Linnaeus University;LNU;56,8545;14,83;FALSE
693;Ecuador ;Sustainable Management;2020;Uppsala University;UU;59,8509;17,63;FALSE
694;Honduras ;Public Health Sciences - specialization Health Promotion and Prevention;2020;Karolinska University Hospital;KI;59,3522;18,0322;FALSE
695;Nepal ;Innovative and Sustainable Chemical Engineering;2020;Chalmers University of Technology;CTH;57,6898;11,9742;FALSE
696;Vietnam ;International Human Rights Law;2020;Lund University;LU;55,7119;13,2035;FALSE
697;Cambodia ;Strategic Entrepreneurship for International Growth with specialization in Strategic Leadership;2020;Halmstad University;HH;56,6647;12,878;FALSE
698;Ethiopia ;Computer Science Concurrency and Parallel Programming;2020;Uppsala University;UU;59,8509;17,63;FALSE
699;Morocco ;Master of Product Development – Specialisation in Assistive Technology (MASTech);2020;Jönköping University;HJ;57,7786;14,1619;FALSE
700;Brazil ;Global Health;2020;Karolinska University Hospital;KI;59,3522;18,0322;FALSE
701;Philippines ;Sociology of Education;2020;Uppsala University;UU;59,8509;17,63;FALSE
702;Ethiopia ;Global Health;2020;Karolinska University Hospital;KI;59,3522;18,0322;FALSE
703;Bangladesh ;Public Health Science - Health Economics;2020;University of Gothenburg;GU;57,6982;11,9719;FALSE
704;Colombia ;Applied Cultural Analysis;2020;Lund University;LU;55,7119;13,2035;FALSE
705;Egypt ;Public Health Sciences: societal perspectives;2020;Stockholm University;SU;59,3622;18,0578;FALSE
706;Zambia ;Finance;2020;University West;HV;58,2832;12,294;FALSE
707;Indonesia ;Entrepreneurship and Innovation Management;2020;KTH Royal Institute of Technology;KTH;59,3499;18,0703;FALSE
708;Zambia ;Business Administration specialising in Auditing and Control;2020;Kristianstad University;HKR;56,0485;14,1463;FALSE
709;Cameroon ;Global Sexual Reproductive Health;2020;Dalarna University in Sweden;HDA;60,6144;15,6534;FALSE
710;Vietnam ;Chemistry, Biochemistry;2020;Lund University;LU;55,7119;13,2035;FALSE
711;Colombia ;Entrepreneurship and Innovation Management;2020;KTH Royal Institute of Technology;KTH;59,3499;18,0703;FALSE
712;Ecuador ;Computational Social Science;2020;Linköping University;LIU;58,3978;15,576;FALSE
713;Pakistan ;Media Management;2020;KTH Royal Institute of Technology;KTH;59,3499;18,0703;FALSE
714;Colombia ;Global Health;2020;Uppsala University;UU;59,8509;17,63;FALSE
715;Rwanda ;Business Development and Internationalisation;2020;Umeå University;UMU;63,8202;20,3054;FALSE
716;Guatemala ;Information Technology and Learning;2020;University of Gothenburg;GU;57,6982;11,9719;FALSE
717;Gambia ;Accounting and Finance;2020;Lund University;LU;55,7119;13,2035;FALSE
718;Sudan ;Information Systems;2020;Uppsala University;UU;59,8509;17,63;FALSE
719;Uganda ;Tourism;2020;Mid Sweden University;MIU;63,1771;14,6492;FALSE
720;Peru ;Wireless Communications;2020;Lund University;LU;55,7119;13,2035;FALSE
721;Pakistan ;Sustainable Energy Processes and Systems;2020;Linnaeus University;LNU;56,8545;14,83;FALSE
722;Vietnam ;Business and Management International business;2020;Uppsala University;UU;59,8509;17,63;FALSE
723;Zimbabwe ;Investment Treaty Arbitration;2020;Uppsala University;UU;59,8509;17,63;FALSE
724;Cambodia ;Development Studies;2020;Lund University;LU;55,7119;13,2035;FALSE
725;Colombia ;Transport and Geoinformation Technology;2020;KTH Royal Institute of Technology;KTH;59,3499;18,0703;FALSE
726;Tanzania ;Sustainability Engineering and Management;2020;Linköping University;LIU;58,3978;15,576;FALSE
727;Sudan ;Sustainable Energy Systems;2020;Mälardalen University;MDH;59,6186;16,5404;FALSE
728;Tunisia ;Business Administration - Strategy and Management in International Organisations;2020;Linköping University;LIU;58,3978;15,576;FALSE
729;Egypt ;Accounting;2020;Umeå University;UMU;63,8202;20,3054;FALSE
730;Tanzania ;Public Health;2020;Umeå University;UMU;63,8202;20,3054;FALSE
731;Tunisia ;Business Intelligence;2020;Dalarna University in Sweden;HDA;60,6144;15,6534;FALSE
732;Philippines ;Sustainable Energy Engineering;2020;KTH Royal Institute of Technology;KTH;59,3499;18,0703;FALSE
733;Pakistan ;Experimental Medicine;2020;Örebro University;ORU;59,2548;15,2493;FALSE
734;Rwanda ;Sports Physiology and Medicine Programme;2020;Örebro University;ORU;59,2548;15,2493;FALSE
735;Myanmar (Burma) ;Social Studies of Gender;2020;Lund University;LU;55,7119;13,2035;FALSE
736;Malawi ;Strategic Communication;2020;Örebro University;ORU;59,2548;15,2493;FALSE
737;Tanzania ;International Administration and Global Governance - Gothenburg;2020;University of Gothenburg;GU;57,6982;11,9719;FALSE
738;Zimbabwe ;Business Administration specialising in Auditing and Control;2020;Kristianstad University;HKR;56,0485;14,1463;FALSE
739;Ecuador ;Biomedical Engineering;2020;Chalmers University of Technology;CTH;57,6898;11,9742;FALSE
740;Bangladesh ;Finance;2020;Stockholm School of Economics;HHS;59,3416;18,0568;FALSE
741;Ghana ;Global Management;2020;Jönköping University;HJ;57,7786;14,1619;TRUE
742;Nigeria ;Environmental Management and Physical Planning;2020;Stockholm University;SU;59,3622;18,0578;TRUE
743;Nigeria ;Industrial Management and Innovation;2020;Uppsala University;UU;59,8509;17,63;TRUE
744;Rwanda ;Strategic Leadership Towards Sustainability;2020;Blekinge Institute of Technology;BTH;56,1809;15,5922;TRUE
745;Uganda ;Sustainable Management;2020;Uppsala University;UU;59,8509;17,63;TRUE
746;Nigeria ;Sustainable Food Systems;2020;Swedish University of Agricultural Sciences;SLU;59,815;17,6629;TRUE
747;Bangladesh ;Strategic Communication;2020;Örebro University;ORU;59,2548;15,2493;TRUE
748;Uganda ;Information Systems;2020;Linnaeus University;LNU;56,8545;14,83;TRUE
749;Rwanda ;Management of Logistics and Innovation;2020;University of Gävle;HIG;60,6685;17,1188;TRUE
750;Bangladesh ;Environmental Sciences;2020;University of Gothenburg;GU;57,6982;11,9719;TRUE
751;Uganda ;Renewable Electrical Power Systems;2020;Linnaeus University;LNU;56,8545;14,83;TRUE
752;Bangladesh ;Leadership and Management in International Contexts;2020;Linnaeus University;LNU;56,8545;14,83;TRUE
753;Ghana ;Business Administration - Strategy and Management in International Organisations;2020;Linköping University;LIU;58,3978;15,576;TRUE
754;Bangladesh ;Energy-efficient and Environmental Building Design;2020;Lund University;LU;55,7119;13,2035;TRUE
755;Bangladesh ;Business Administration, Marketing and Management;2020;Mid Sweden University;MIU;63,1771;14,6492;TRUE
756;Liberia ;Business Administration specialising in Auditing and Control;2019;Kristianstad University;HKR;56,0485;14,1463;FALSE
757;Colombia ;Sustainable Development;2019;Uppsala University;UU;59,8509;17,63;FALSE
758;Nigeria ;Sustainable Development;2019;Uppsala University;UU;59,8509;17,63;FALSE
759;Tanzania ;Real Estate and Construction Management;2019;KTH Royal Institute of Technology;KTH;59,3499;18,0703;FALSE
760;Rwanda ;Solar Energy Engineering;2019;Dalarna University in Sweden;HDA;60,6144;15,6534;FALSE
761;Nigeria ;Public Planning for Sustainable Development;2019;Örebro University;ORU;59,2548;15,2493;FALSE
762;Indonesia ;ICT Innovation, Data Science KTH;2019;KTH Royal Institute of Technology;KTH;59,3499;18,0703;FALSE
763;Ghana ;Business Administration (MBA): Business Management;2019;University of Gävle;HIG;60,6685;17,1188;FALSE
764;Ghana ;Business Administration specialising in Auditing and Control;2019;Kristianstad University;HKR;56,0485;14,1463;FALSE
765;Rwanda ;Pharmaceutical Modelling;2019;Uppsala University;UU;59,8509;17,63;FALSE
766;Egypt ;Political Communication;2019;University of Gothenburg;GU;57,6982;11,9719;FALSE
767;Cameroon ;Global Health;2019;Karolinska University Hospital;KI;59,3522;18,0322;FALSE
768;Gambia ;Public Health Promotion and Prevention;2019;Karolinska University Hospital;KI;59,3522;18,0322;FALSE
769;Pakistan ;Production Engineering and Management;2019;KTH Royal Institute of Technology;KTH;59,3499;18,0703;FALSE
770;Cambodia ;Real Estate and Construction Management;2019;KTH Royal Institute of Technology;KTH;59,3499;18,0703;FALSE
771;Ghana ;Service Management, Retail;2019;Lund University;LU;55,7119;13,2035;FALSE
772;Ethiopia ;Public Health;2019;Umeå University;UMU;63,8202;20,3054;FALSE
773;Kenya ;Infrastructure and Environmental Engineering;2019;Chalmers University of Technology;CTH;57,6898;11,9742;FALSE
774;Kenya ;Social Studies of Gender;2019;Lund University;LU;55,7119;13,2035;FALSE
775;Egypt ;Public Health;2019;Umeå University;UMU;63,8202;20,3054;FALSE
776;Nigeria ;Sustainable Food Systems;2019;Swedish University of Agricultural Sciences;SLU;59,815;17,6629;FALSE
777;Jordan ;Renewable Electricity Production;2019;Uppsala University;UU;59,8509;17,63;FALSE
778;Ghana ;Public Health Epidemiology;2019;Karolinska University Hospital;KI;59,3522;18,0322;FALSE
779;Zimbabwe ;Business Administration - Strategy and Management in International Organisations;2019;Linköping University;LIU;58,3978;15,576;FALSE
780;Kenya ;Health Informatics;2019;Karolinska University Hospital;KI;59,3522;18,0322;FALSE
781;Sudan ;Sport Physiology and Medicine Programme;2019;Örebro University;ORU;59,2548;15,2493;FALSE
782;Pakistan ;Software Engineering;2019;Blekinge Institute of Technology;BTH;56,1809;15,5922;FALSE
783;Rwanda ;Strategic Information Systems Management;2019;Stockholm University;SU;59,3622;18,0578;FALSE
784;Rwanda ;Animal Science;2019;Swedish University of Agricultural Sciences;SLU;59,815;17,6629;FALSE
785;Cameroon ;Rural Development and Natural Resource Management;2019;Swedish University of Agricultural Sciences;SLU;59,815;17,6629;FALSE
786;Tanzania ;Public Planning for Sustainable Development;2019;Örebro University;ORU;59,2548;15,2493;FALSE
787;Gambia ;Public Health;2019;Lund University;LU;55,7119;13,2035;FALSE
788;Sudan ;Wireless, Photonics and Space Engineering;2019;Chalmers University of Technology;CTH;57,6898;11,9742;FALSE
789;Uganda ;Public Health;2019;Umeå University;UMU;63,8202;20,3054;FALSE
790;Gambia ;Outdoor and Sustainability Education;2019;Linköping University;LIU;58,3978;15,576;FALSE
791;Gambia ;Accounting;2019;Umeå University;UMU;63,8202;20,3054;FALSE
792;Vietnam ;Architecture;2019;Lund University;LU;55,7119;13,2035;FALSE
793;Cameroon ;International Business Strategy;2019;Linnaeus University;LNU;56,8545;14,83;FALSE
794;Myanmar (Burma) ;International Development and Management;2019;Lund University;LU;55,7119;13,2035;FALSE
795;Bangladesh ;Sustainable Energy Engineering;2019;KTH Royal Institute of Technology;KTH;59,3499;18,0703;FALSE
796;Zambia ;Information Technology and Learning;2019;University of Gothenburg;GU;57,6982;11,9719;FALSE
797;Myanmar (Burma) ;Health Economics, Policy and Management;2019;Karolinska University Hospital;KI;59,3522;18,0322;FALSE
798;Sudan ;Global Health;2019;Uppsala University;UU;59,8509;17,63;FALSE
799;Tanzania ;Public Health Epidemiology;2019;Karolinska University Hospital;KI;59,3522;18,0322;FALSE
800;Ethiopia ;Chemistry for Renewable Energy;2019;Uppsala University;UU;59,8509;17,63;FALSE
801;Sri Lanka ;Wind Power Project Management;2019;Uppsala University;UU;59,8509;17,63;FALSE
802;Liberia ;Business Administration specialising in Auditing and Control;2019;Kristianstad University;HKR;56,0485;14,1463;FALSE
803;Nigeria ;Corporate Governance _ Accounting and Finance;2019;Linnaeus University;LNU;56,8545;14,83;FALSE
804;Bangladesh ;Software Engineering and Management;2019;University of Gothenburg;GU;57,6982;11,9719;FALSE
805;Ghana ;Business Intelligence;2019;Dalarna University in Sweden;HDA;60,6144;15,6534;FALSE
806;Colombia ;Leadership and Management in International Contexts;2019;Linnaeus University;LNU;56,8545;14,83;FALSE
807;Gambia ;Accounting;2019;Umeå University;UMU;63,8202;20,3054;FALSE
808;Rwanda ;Rural Development and Natural Resource Management;2019;Swedish University of Agricultural Sciences;SLU;59,815;17,6629;FALSE
809;Colombia ;Maritime Management;2019;Chalmers University of Technology;CTH;57,6898;11,9742;FALSE
810;Ghana ;Public Health;2019;Umeå University;UMU;63,8202;20,3054;FALSE
811;Pakistan ;Computer Science;2019;Linköping University;LIU;58,3978;15,576;FALSE
812;Rwanda ;Infrastructure and Environmental Engineering;2019;Chalmers University of Technology;CTH;57,6898;11,9742;FALSE
813;Ethiopia ;Constitutional Law and Human Rights;2019;Umeå University;UMU;63,8202;20,3054;FALSE
814;Bangladesh ;Industrial Management and Innovation;2019;Halmstad University;HH;56,6647;12,878;FALSE
815;Kenya ;International Business;2019;Luleå University of Technology;LTU;65,618;22,1402;FALSE
816;Brazil ;Industrial Engineering and Management;2019;Linköping University;LIU;58,3978;15,576;FALSE
817;Tanzania ;International Administration and Global Governance;2019;University of Gothenburg;GU;57,6982;11,9719;FALSE
818;Ethiopia ;Electronics Engineering;2019;Linköping University;LIU;58,3978;15,576;FALSE
819;Brazil ;Accounting;2019;Umeå University;UMU;63,8202;20,3054;FALSE
820;Liberia ;Data Science;2019;Dalarna University in Sweden;HDA;60,6144;15,6534;FALSE
821;Honduras ;International Development and Management;2019;Lund University;LU;55,7119;13,2035;FALSE
822;Guatemala ;Political Communication;2019;University of Gothenburg;GU;57,6982;11,9719;FALSE
823;Bangladesh ;Architectural Lighting Design;2019;KTH Royal Institute of Technology;KTH;59,3499;18,0703;FALSE
824;Egypt ;Public Health;2019;Lund University;LU;55,7119;13,2035;FALSE
825;Gambia ;Public Health;2019;Umeå University;UMU;63,8202;20,3054;FALSE
826;Ghana ;Accounting and Finance;2019;Lund University;LU;55,7119;13,2035;FALSE
827;Bangladesh ;Architecture and Planning Beyond Sustainability;2019;Chalmers University of Technology;CTH;57,6898;11,9742;FALSE
828;Rwanda ;Accounting;2019;Umeå University;UMU;63,8202;20,3054;FALSE
829;Nepal ;Water Resources Engineering;2019;Lund University;LU;55,7119;13,2035;FALSE
830;Egypt ;Global Health;2019;Uppsala University;UU;59,8509;17,63;FALSE
831;Vietnam ;Finance;2019;University of Gothenburg;GU;57,6982;11,9719;FALSE
832;Bangladesh ;Economics;2019;Stockholm University;SU;59,3622;18,0578;FALSE
833;Rwanda ;Environmental Sciences;2019;University of Gothenburg;GU;57,6982;11,9719;FALSE
834;Zambia ;Public Health, Health Economics;2019;University of Gothenburg;GU;57,6982;11,9719;FALSE
835;Uganda ;Global Health;2019;University of Gothenburg;GU;57,6982;11,9719;FALSE
836;Tanzania ;Rural Development and Natural Resource Management;2019;Swedish University of Agricultural Sciences;SLU;59,815;17,6629;FALSE
837;Zambia ;Water Resources Engineering;2019;Lund University;LU;55,7119;13,2035;FALSE
838;Indonesia ;Sustainable Production Development;2019;KTH Royal Institute of Technology;KTH;59,3499;18,0703;FALSE
839;Indonesia ;ICT Innovation, Data Science KTH;2019;KTH Royal Institute of Technology;KTH;59,3499;18,0703;FALSE
840;Bolivia ;Global Studies;2019;University of Gothenburg;GU;57,6982;11,9719;FALSE
841;Zimbabwe ;Global Health;2019;Uppsala University;UU;59,8509;17,63;FALSE
842;Nigeria ;Electronics Design;2019;Halmstad University;HH;56,6647;12,878;FALSE
843;Rwanda ;Sustainable Food Systems;2019;Swedish University of Agricultural Sciences;SLU;59,815;17,6629;FALSE
844;Ghana ;International Marketing & Brand Management;2019;Lund University;LU;55,7119;13,2035;FALSE
